Campagne,Site,Station,Transect,Type de poisson (Code),Décompte
2009,Chateaubriand,Qanono,1,NAP,0
2009,Chateaubriand,Qanono,1,DAW,3
2009,Chateaubriand,Qanono,1,BLE,0
2009,Chateaubriand,Qanono,1,APE,12
2009,Chateaubriand,Qanono,2,ALO,0
2009,Chateaubriand,Qanono,2,AGL,0
2009,Chateaubriand,Qanono,2,API,15
2009,Chateaubriand,Qanono,2,DAW,0
2009,Chateaubriand,Qanono,2,TRU,0
2009,Chateaubriand,Qanono,2,SAU,0
2009,Chateaubriand,Qanono,2,APE,1
2009,Chateaubriand,Qanono,3,AGL,0
2009,Chateaubriand,Qanono,3,BOS,0
2009,Chateaubriand,Qanono,3,NAP,0
2009,Chateaubriand,Qanono,3,BLE,0
2009,Chateaubriand,Qanono,3,TRU,0
2009,Chateaubriand,Qanono,3,SAU,0
2009,Chateaubriand,Qanono,4,PAP,7
2009,Chateaubriand,Qanono,4,API,7
2009,Chateaubriand,Qanono,4,BOS,0
2009,Chateaubriand,Qanono,4,CAS,0
2009,Chateaubriand,Qanono,4,NAP,1
2009,Chateaubriand,Qanono,4,SAU,0
2009,Chateaubriand,Qanono,4,APE,0
2010,Chateaubriand,Qanono,1,PAP,2
2010,Chateaubriand,Qanono,1,ALO,0
2010,Chateaubriand,Qanono,1,TRU,0
2010,Chateaubriand,Qanono,1,SAU,0
2010,Chateaubriand,Qanono,2,AGL,0
2010,Chateaubriand,Qanono,2,NAP,0
2010,Chateaubriand,Qanono,2,TRU,0
2010,Chateaubriand,Qanono,3,AGL,0
2010,Chateaubriand,Qanono,3,API,19
2010,Chateaubriand,Qanono,3,BOS,0
2010,Chateaubriand,Qanono,3,NAP,0
2010,Chateaubriand,Qanono,3,BLE,0
2010,Chateaubriand,Qanono,3,SAU,0
2010,Chateaubriand,Qanono,3,APE,7
2010,Chateaubriand,Qanono,4,ALO,0
2010,Chateaubriand,Qanono,4,API,17
2010,Chateaubriand,Qanono,4,BEB,0
2010,Chateaubriand,Qanono,4,BOS,0
2010,Chateaubriand,Qanono,4,CAS,0
2010,Chateaubriand,Qanono,4,TRU,0
2010,Chateaubriand,Qanono,4,APE,6
2011,Chateaubriand,Qanono,1,PAP,3
2011,Chateaubriand,Qanono,1,AGL,0
2011,Chateaubriand,Qanono,1,BEB,0
2011,Chateaubriand,Qanono,1,DAW,0
2011,Chateaubriand,Qanono,1,APE,44
2011,Chateaubriand,Qanono,2,API,4
2011,Chateaubriand,Qanono,2,BLE,0
2011,Chateaubriand,Qanono,2,TRU,0
2011,Chateaubriand,Qanono,2,SAU,0
2011,Chateaubriand,Qanono,2,APE,18
2011,Chateaubriand,Qanono,3,ALO,0
2011,Chateaubriand,Qanono,3,AGL,0
2011,Chateaubriand,Qanono,3,API,6
2011,Chateaubriand,Qanono,3,BEB,0
2011,Chateaubriand,Qanono,3,DAW,0
2011,Chateaubriand,Qanono,3,BLE,0
2011,Chateaubriand,Qanono,4,BLE,0
2012,Chateaubriand,Qanono,1,PAP,3
2012,Chateaubriand,Qanono,1,BEB,0
2012,Chateaubriand,Qanono,1,CAS,0
2012,Chateaubriand,Qanono,1,NAP,0
2012,Chateaubriand,Qanono,1,BLE,0
2012,Chateaubriand,Qanono,1,SAU,0
2012,Chateaubriand,Qanono,2,PAP,2
2012,Chateaubriand,Qanono,2,AGL,0
2012,Chateaubriand,Qanono,2,BEB,0
2012,Chateaubriand,Qanono,2,CAS,0
2012,Chateaubriand,Qanono,2,APE,8
2012,Chateaubriand,Qanono,3,ALO,0
2012,Chateaubriand,Qanono,3,API,13
2012,Chateaubriand,Qanono,3,BEB,0
2012,Chateaubriand,Qanono,3,BLE,0
2012,Chateaubriand,Qanono,3,TRU,0
2012,Chateaubriand,Qanono,4,AGL,0
2012,Chateaubriand,Qanono,4,BEB,0
2012,Chateaubriand,Qanono,4,CAS,0
2012,Chateaubriand,Qanono,4,TRU,0
2012,Chateaubriand,Qanono,4,SAU,0
2013,Chateaubriand,Qanono,1,AGL,0
2013,Chateaubriand,Qanono,1,TRU,0
2013,Chateaubriand,Qanono,1,APE,9
2013,Chateaubriand,Qanono,2,PAP,3
2013,Chateaubriand,Qanono,2,ALO,0
2013,Chateaubriand,Qanono,2,AGL,0
2013,Chateaubriand,Qanono,2,BOS,0
2013,Chateaubriand,Qanono,2,BLE,0
2013,Chateaubriand,Qanono,2,TRU,0
2013,Chateaubriand,Qanono,3,PAP,5
2013,Chateaubriand,Qanono,3,AGL,0
2013,Chateaubriand,Qanono,3,API,7
2013,Chateaubriand,Qanono,3,NAP,0
2013,Chateaubriand,Qanono,3,DAW,0
2013,Chateaubriand,Qanono,3,SAU,0
2013,Chateaubriand,Qanono,4,ALO,0
2013,Chateaubriand,Qanono,4,API,22
2013,Chateaubriand,Qanono,4,CAS,0
2013,Chateaubriand,Qanono,4,DAW,0
2014,Chateaubriand,Qanono,1,BEB,0
2014,Chateaubriand,Qanono,1,DAW,0
2014,Chateaubriand,Qanono,1,APE,15
2014,Chateaubriand,Qanono,2,PAP,9
2014,Chateaubriand,Qanono,2,ALO,0
2014,Chateaubriand,Qanono,2,AGL,0
2014,Chateaubriand,Qanono,2,CAS,0
2014,Chateaubriand,Qanono,2,NAP,0
2014,Chateaubriand,Qanono,3,ALO,0
2014,Chateaubriand,Qanono,3,AGL,0
2014,Chateaubriand,Qanono,3,CAS,0
2014,Chateaubriand,Qanono,3,DAW,0
2014,Chateaubriand,Qanono,3,BLE,0
2014,Chateaubriand,Qanono,3,APE,9
2014,Chateaubriand,Qanono,4,PAP,11
2014,Chateaubriand,Qanono,4,API,37
2014,Chateaubriand,Qanono,4,CAS,0
2014,Chateaubriand,Qanono,4,NAP,0
2014,Chateaubriand,Qanono,4,DAW,0
2014,Chateaubriand,Qanono,4,TRU,0
2014,Chateaubriand,Qanono,4,SAU,0
2017,Chateaubriand,Qanono,1,API,24
2017,Chateaubriand,Qanono,1,CAS,0
2017,Chateaubriand,Qanono,1,BLE,0
2017,Chateaubriand,Qanono,1,TRU,0
2017,Chateaubriand,Qanono,1,SAU,0
2017,Chateaubriand,Qanono,1,APE,16
2017,Chateaubriand,Qanono,2,PAP,10
2017,Chateaubriand,Qanono,2,ALO,0
2017,Chateaubriand,Qanono,2,API,16
2017,Chateaubriand,Qanono,2,DAW,0
2017,Chateaubriand,Qanono,2,SAU,0
2017,Chateaubriand,Qanono,2,APE,25
2017,Chateaubriand,Qanono,3,PAP,8
2017,Chateaubriand,Qanono,3,API,16
2017,Chateaubriand,Qanono,3,CAS,0
2017,Chateaubriand,Qanono,3,BLE,0
2017,Chateaubriand,Qanono,3,APE,14
2017,Chateaubriand,Qanono,4,PAP,7
2017,Chateaubriand,Qanono,4,AGL,0
2017,Chateaubriand,Qanono,4,TRU,0
2018,Chateaubriand,Qanono,1,ALO,0
2018,Chateaubriand,Qanono,1,BOS,0
2018,Chateaubriand,Qanono,1,DAW,0
2018,Chateaubriand,Qanono,1,BLE,0
2018,Chateaubriand,Qanono,1,SAU,0
2018,Chateaubriand,Qanono,1,APE,24
2018,Chateaubriand,Qanono,2,ALO,0
2018,Chateaubriand,Qanono,2,API,6
2018,Chateaubriand,Qanono,2,BOS,0
2018,Chateaubriand,Qanono,2,CAS,0
2018,Chateaubriand,Qanono,2,NAP,0
2018,Chateaubriand,Qanono,2,BLE,0
2018,Chateaubriand,Qanono,3,ALO,1
2018,Chateaubriand,Qanono,3,AGL,0
2018,Chateaubriand,Qanono,3,API,11
2018,Chateaubriand,Qanono,3,BEB,0
2018,Chateaubriand,Qanono,3,CAS,0
2018,Chateaubriand,Qanono,3,SAU,0
2018,Chateaubriand,Qanono,4,AGL,0
2018,Chateaubriand,Qanono,4,BEB,0
2018,Chateaubriand,Qanono,4,BLE,0
2019,Chateaubriand,Qanono,1,API,11
2019,Chateaubriand,Qanono,1,BEB,0
2019,Chateaubriand,Qanono,1,DAW,0
2019,Chateaubriand,Qanono,1,BLE,0
2019,Chateaubriand,Qanono,1,APE,11
2019,Chateaubriand,Qanono,2,PAP,2
2019,Chateaubriand,Qanono,2,API,5
2019,Chateaubriand,Qanono,2,BOS,0
2019,Chateaubriand,Qanono,2,NAP,0
2019,Chateaubriand,Qanono,2,DAW,0
2019,Chateaubriand,Qanono,3,PAP,5
2019,Chateaubriand,Qanono,3,AGL,0
2019,Chateaubriand,Qanono,3,BOS,0
2019,Chateaubriand,Qanono,3,NAP,0
2019,Chateaubriand,Qanono,3,BLE,0
2019,Chateaubriand,Qanono,3,APE,30
2019,Chateaubriand,Qanono,4,ALO,0
2019,Chateaubriand,Qanono,4,API,22
2019,Chateaubriand,Qanono,4,CAS,0
2019,Chateaubriand,Qanono,4,BLE,0
2004,Santal,Jinek,1,ALO,0
2004,Santal,Jinek,1,API,6
2004,Santal,Jinek,1,BEB,0
2004,Santal,Jinek,1,BOS,0
2004,Santal,Jinek,1,BLE,0
2004,Santal,Jinek,1,SAU,0
2004,Santal,Jinek,2,ALO,0
2004,Santal,Jinek,2,API,8
2004,Santal,Jinek,2,BEB,0
2004,Santal,Jinek,2,CAS,0
2004,Santal,Jinek,2,BLE,0
2004,Santal,Jinek,2,TRU,0
2004,Santal,Jinek,2,SAU,0
2004,Santal,Jinek,2,APE,1
2004,Santal,Jinek,3,BOS,0
2004,Santal,Jinek,3,NAP,0
2004,Santal,Jinek,3,DAW,0
2004,Santal,Jinek,3,BLE,0
2004,Santal,Jinek,3,TRU,0
2004,Santal,Jinek,3,SAU,0
2004,Santal,Jinek,4,ALO,0
2004,Santal,Jinek,4,API,3
2004,Santal,Jinek,4,CAS,0
2004,Santal,Jinek,4,DAW,0
2004,Santal,Jinek,4,SAU,0
2005,Santal,Jinek,1,PAP,23
2005,Santal,Jinek,1,ALO,0
2005,Santal,Jinek,1,SAU,0
2005,Santal,Jinek,2,ALO,0
2005,Santal,Jinek,2,AGL,0
2005,Santal,Jinek,2,SAU,0
2005,Santal,Jinek,3,AGL,0
2005,Santal,Jinek,3,API,24
2005,Santal,Jinek,3,BLE,0
2005,Santal,Jinek,3,APE,23
2005,Santal,Jinek,4,PAP,1
2005,Santal,Jinek,4,BOS,0
2005,Santal,Jinek,4,CAS,0
2005,Santal,Jinek,4,NAP,0
2005,Santal,Jinek,4,APE,8
2006,Santal,Jinek,1,PAP,11
2006,Santal,Jinek,1,AGL,0
2006,Santal,Jinek,1,API,17
2006,Santal,Jinek,1,NAP,0
2006,Santal,Jinek,1,DAW,0
2006,Santal,Jinek,1,TRU,0
2006,Santal,Jinek,1,SAU,0
2006,Santal,Jinek,1,APE,1
2006,Santal,Jinek,2,PAP,8
2006,Santal,Jinek,2,ALO,0
2006,Santal,Jinek,2,API,17
2006,Santal,Jinek,2,BEB,0
2006,Santal,Jinek,2,NAP,0
2006,Santal,Jinek,2,DAW,0
2006,Santal,Jinek,2,TRU,0
2006,Santal,Jinek,2,SAU,0
2006,Santal,Jinek,3,ALO,0
2006,Santal,Jinek,3,API,28
2006,Santal,Jinek,3,BOS,0
2006,Santal,Jinek,3,NAP,0
2006,Santal,Jinek,3,BLE,0
2006,Santal,Jinek,3,TRU,0
2006,Santal,Jinek,3,SAU,0
2006,Santal,Jinek,3,APE,7
2006,Santal,Jinek,4,CAS,0
2006,Santal,Jinek,4,BLE,0
2007,Santal,Jinek,1,AGL,0
2007,Santal,Jinek,1,BEB,0
2007,Santal,Jinek,1,BOS,0
2007,Santal,Jinek,1,TRU,0
2007,Santal,Jinek,2,PAP,5
2007,Santal,Jinek,2,BEB,0
2007,Santal,Jinek,2,BOS,0
2007,Santal,Jinek,2,NAP,0
2007,Santal,Jinek,2,DAW,0
2007,Santal,Jinek,3,PAP,4
2007,Santal,Jinek,3,API,20
2007,Santal,Jinek,3,BOS,0
2007,Santal,Jinek,3,CAS,0
2007,Santal,Jinek,3,DAW,0
2007,Santal,Jinek,3,TRU,0
2007,Santal,Jinek,3,SAU,0
2007,Santal,Jinek,3,APE,0
2007,Santal,Jinek,4,PAP,9
2007,Santal,Jinek,4,ALO,0
2007,Santal,Jinek,4,API,22
2007,Santal,Jinek,4,DAW,0
2007,Santal,Jinek,4,TRU,0
2009,Santal,Jinek,1,ALO,0
2009,Santal,Jinek,1,AGL,0
2009,Santal,Jinek,1,API,20
2009,Santal,Jinek,1,BEB,0
2009,Santal,Jinek,1,NAP,0
2009,Santal,Jinek,1,BLE,0
2009,Santal,Jinek,1,SAU,0
2009,Santal,Jinek,2,PAP,6
2009,Santal,Jinek,2,AGL,0
2009,Santal,Jinek,2,API,29
2009,Santal,Jinek,2,BOS,0
2009,Santal,Jinek,2,TRU,0
2009,Santal,Jinek,2,SAU,0
2009,Santal,Jinek,2,APE,6
2009,Santal,Jinek,3,AGL,0
2009,Santal,Jinek,3,BEB,1
2009,Santal,Jinek,3,DAW,0
2009,Santal,Jinek,3,TRU,0
2009,Santal,Jinek,4,BLE,0
2009,Santal,Jinek,4,SAU,0
2009,Santal,Jinek,4,APE,1
2010,Santal,Jinek,1,ALO,0
2010,Santal,Jinek,1,CAS,0
2010,Santal,Jinek,2,PAP,11
2010,Santal,Jinek,2,AGL,0
2010,Santal,Jinek,2,BLE,0
2010,Santal,Jinek,2,SAU,0
2010,Santal,Jinek,3,PAP,6
2010,Santal,Jinek,3,CAS,0
2010,Santal,Jinek,3,BLE,0
2010,Santal,Jinek,3,TRU,0
2011,Santal,Jinek,1,ALO,1
2011,Santal,Jinek,1,CAS,0
2011,Santal,Jinek,1,NAP,0
2011,Santal,Jinek,1,TRU,0
2011,Santal,Jinek,1,SAU,0
2011,Santal,Jinek,2,AGL,0
2011,Santal,Jinek,2,API,13
2011,Santal,Jinek,2,BLE,0
2011,Santal,Jinek,2,TRU,0
2011,Santal,Jinek,2,SAU,0
2011,Santal,Jinek,2,APE,8
2011,Santal,Jinek,3,ALO,0
2011,Santal,Jinek,3,AGL,0
2011,Santal,Jinek,3,NAP,0
2011,Santal,Jinek,3,DAW,0
2011,Santal,Jinek,3,TRU,0
2011,Santal,Jinek,4,PAP,4
2011,Santal,Jinek,4,AGL,0
2011,Santal,Jinek,4,BEB,0
2011,Santal,Jinek,4,BOS,0
2011,Santal,Jinek,4,CAS,0
2011,Santal,Jinek,4,NAP,0
2011,Santal,Jinek,4,TRU,0
2012,Santal,Jinek,1,AGL,0
2012,Santal,Jinek,1,CAS,0
2012,Santal,Jinek,1,NAP,0
2012,Santal,Jinek,1,APE,0
2012,Santal,Jinek,2,PAP,4
2012,Santal,Jinek,2,DAW,0
2012,Santal,Jinek,2,BLE,0
2012,Santal,Jinek,3,PAP,6
2012,Santal,Jinek,3,API,22
2012,Santal,Jinek,3,DAW,0
2012,Santal,Jinek,3,APE,5
2012,Santal,Jinek,4,BEB,0
2012,Santal,Jinek,4,BOS,0
2012,Santal,Jinek,4,NAP,0
2012,Santal,Jinek,4,SAU,0
2012,Santal,Jinek,4,APE,0
2013,Santal,Jinek,1,PAP,7
2013,Santal,Jinek,1,AGL,0
2013,Santal,Jinek,1,NAP,0
2013,Santal,Jinek,1,DAW,0
2013,Santal,Jinek,2,PAP,7
2013,Santal,Jinek,2,ALO,0
2013,Santal,Jinek,2,AGL,0
2013,Santal,Jinek,2,BEB,0
2013,Santal,Jinek,2,BOS,0
2013,Santal,Jinek,2,DAW,0
2013,Santal,Jinek,2,APE,2
2013,Santal,Jinek,3,BEB,0
2013,Santal,Jinek,4,ALO,0
2013,Santal,Jinek,4,BOS,0
2013,Santal,Jinek,4,NAP,0
2013,Santal,Jinek,4,TRU,0
2013,Santal,Jinek,4,SAU,0
2014,Santal,Jinek,1,PAP,2
2014,Santal,Jinek,1,ALO,0
2014,Santal,Jinek,1,CAS,0
2014,Santal,Jinek,2,BEB,0
2014,Santal,Jinek,2,BOS,0
2014,Santal,Jinek,2,DAW,0
2014,Santal,Jinek,2,TRU,0
2014,Santal,Jinek,2,APE,0
2014,Santal,Jinek,3,PAP,6
2014,Santal,Jinek,3,AGL,0
2014,Santal,Jinek,3,API,12
2014,Santal,Jinek,3,BEB,0
2014,Santal,Jinek,3,TRU,0
2014,Santal,Jinek,4,AGL,0
2014,Santal,Jinek,4,BOS,0
2014,Santal,Jinek,4,NAP,0
2014,Santal,Jinek,4,BLE,0
2014,Santal,Jinek,4,SAU,0
2015,Santal,Jinek,1,ALO,0
2015,Santal,Jinek,1,AGL,0
2015,Santal,Jinek,1,BOS,0
2015,Santal,Jinek,1,NAP,0
2015,Santal,Jinek,1,DAW,0
2015,Santal,Jinek,1,TRU,0
2015,Santal,Jinek,1,APE,1
2015,Santal,Jinek,2,ALO,0
2015,Santal,Jinek,2,AGL,0
2015,Santal,Jinek,2,API,20
2015,Santal,Jinek,2,CAS,0
2015,Santal,Jinek,2,NAP,0
2015,Santal,Jinek,2,BLE,0
2015,Santal,Jinek,2,TRU,0
2015,Santal,Jinek,3,API,24
2015,Santal,Jinek,3,BEB,0
2015,Santal,Jinek,3,CAS,0
2015,Santal,Jinek,3,BLE,0
2015,Santal,Jinek,3,APE,10
2015,Santal,Jinek,4,AGL,0
2015,Santal,Jinek,4,API,14
2015,Santal,Jinek,4,BEB,0
2015,Santal,Jinek,4,BOS,0
2015,Santal,Jinek,4,CAS,0
2015,Santal,Jinek,4,NAP,0
2015,Santal,Jinek,4,TRU,0
2017,Santal,Jinek,1,PAP,5
2017,Santal,Jinek,1,NAP,0
2017,Santal,Jinek,1,DAW,0
2017,Santal,Jinek,1,APE,1
2017,Santal,Jinek,2,PAP,4
2017,Santal,Jinek,2,AGL,0
2017,Santal,Jinek,2,NAP,0
2017,Santal,Jinek,2,APE,4
2017,Santal,Jinek,3,ALO,0
2017,Santal,Jinek,3,BOS,0
2017,Santal,Jinek,3,NAP,0
2017,Santal,Jinek,3,APE,0
2017,Santal,Jinek,4,BEB,0
2017,Santal,Jinek,4,BOS,0
2017,Santal,Jinek,4,NAP,0
2018,Santal,Jinek,1,NAP,0
2018,Santal,Jinek,1,TRU,0
2018,Santal,Jinek,1,SAU,0
2018,Santal,Jinek,2,BEB,0
2018,Santal,Jinek,2,BLE,0
2018,Santal,Jinek,2,TRU,0
2018,Santal,Jinek,2,SAU,0
2018,Santal,Jinek,2,APE,7
2018,Santal,Jinek,3,AGL,0
2018,Santal,Jinek,3,BEB,0
2018,Santal,Jinek,4,AGL,0
2018,Santal,Jinek,4,BEB,0
2018,Santal,Jinek,4,CAS,0
2018,Santal,Jinek,4,BLE,0
2018,Santal,Jinek,4,TRU,0
2018,Santal,Jinek,4,SAU,0
2019,Santal,Jinek,1,BOS,0
2019,Santal,Jinek,2,PAP,5
2019,Santal,Jinek,2,API,25
2019,Santal,Jinek,2,CAS,0
2019,Santal,Jinek,2,NAP,0
2019,Santal,Jinek,3,BEB,0
2019,Santal,Jinek,3,DAW,0
2019,Santal,Jinek,3,BLE,0
2019,Santal,Jinek,3,APE,8
2019,Santal,Jinek,4,PAP,5
2019,Santal,Jinek,4,ALO,1
2019,Santal,Jinek,4,CAS,0
2019,Santal,Jinek,4,DAW,0
2019,Santal,Jinek,4,BLE,0
2019,Santal,Jinek,4,APE,4
2004,Santal,Xajaxa,1,ALO,1
2004,Santal,Xajaxa,1,DAW,0
2004,Santal,Xajaxa,1,BLE,0
2004,Santal,Xajaxa,1,TRU,0
2004,Santal,Xajaxa,1,APE,17
2004,Santal,Xajaxa,2,ALO,0
2004,Santal,Xajaxa,2,BEB,0
2004,Santal,Xajaxa,2,CAS,0
2004,Santal,Xajaxa,2,BLE,0
2004,Santal,Xajaxa,2,SAU,0
2004,Santal,Xajaxa,3,ALO,0
2004,Santal,Xajaxa,3,API,6
2004,Santal,Xajaxa,3,NAP,0
2004,Santal,Xajaxa,4,AGL,0
2004,Santal,Xajaxa,4,API,8
2005,Santal,Xajaxa,1,PAP,3
2005,Santal,Xajaxa,1,AGL,0
2005,Santal,Xajaxa,1,BOS,0
2005,Santal,Xajaxa,1,NAP,0
2005,Santal,Xajaxa,2,ALO,0
2005,Santal,Xajaxa,2,BEB,0
2005,Santal,Xajaxa,2,BLE,0
2005,Santal,Xajaxa,2,SAU,0
2005,Santal,Xajaxa,2,APE,4
2005,Santal,Xajaxa,3,AGL,0
2005,Santal,Xajaxa,3,CAS,0
2005,Santal,Xajaxa,3,DAW,0
2005,Santal,Xajaxa,4,PAP,8
2005,Santal,Xajaxa,4,NAP,0
2005,Santal,Xajaxa,4,SAU,0
2006,Santal,Xajaxa,1,PAP,1
2006,Santal,Xajaxa,1,BOS,0
2006,Santal,Xajaxa,1,CAS,0
2006,Santal,Xajaxa,1,DAW,0
2006,Santal,Xajaxa,1,BLE,0
2006,Santal,Xajaxa,2,ALO,1
2006,Santal,Xajaxa,2,AGL,0
2006,Santal,Xajaxa,2,DAW,0
2006,Santal,Xajaxa,3,PAP,4
2006,Santal,Xajaxa,3,NAP,0
2006,Santal,Xajaxa,3,DAW,0
2006,Santal,Xajaxa,3,BLE,0
2006,Santal,Xajaxa,3,APE,0
2006,Santal,Xajaxa,4,PAP,3
2006,Santal,Xajaxa,4,ALO,0
2006,Santal,Xajaxa,4,CAS,0
2006,Santal,Xajaxa,4,TRU,0
2006,Santal,Xajaxa,4,APE,9
2007,Santal,Xajaxa,1,ALO,1
2007,Santal,Xajaxa,1,AGL,0
2007,Santal,Xajaxa,1,CAS,0
2007,Santal,Xajaxa,1,NAP,0
2007,Santal,Xajaxa,2,AGL,0
2007,Santal,Xajaxa,2,BEB,3
2007,Santal,Xajaxa,2,NAP,0
2007,Santal,Xajaxa,3,PAP,9
2007,Santal,Xajaxa,3,BEB,0
2007,Santal,Xajaxa,3,CAS,0
2007,Santal,Xajaxa,3,SAU,0
2007,Santal,Xajaxa,4,AGL,0
2007,Santal,Xajaxa,4,BOS,0
2007,Santal,Xajaxa,4,DAW,1
2007,Santal,Xajaxa,4,TRU,0
2007,Santal,Xajaxa,4,SAU,0
2009,Santal,Xajaxa,1,AGL,0
2009,Santal,Xajaxa,1,BEB,0
2009,Santal,Xajaxa,1,BOS,0
2009,Santal,Xajaxa,2,PAP,10
2009,Santal,Xajaxa,2,ALO,2
2009,Santal,Xajaxa,2,AGL,0
2009,Santal,Xajaxa,2,BEB,1
2009,Santal,Xajaxa,2,TRU,0
2009,Santal,Xajaxa,2,APE,9
2009,Santal,Xajaxa,3,PAP,8
2009,Santal,Xajaxa,3,ALO,0
2009,Santal,Xajaxa,4,PAP,8
2009,Santal,Xajaxa,4,CAS,0
2010,Santal,Xajaxa,1,AGL,0
2010,Santal,Xajaxa,1,BOS,0
2010,Santal,Xajaxa,2,PAP,3
2010,Santal,Xajaxa,2,AGL,0
2010,Santal,Xajaxa,2,BEB,0
2010,Santal,Xajaxa,2,NAP,0
2010,Santal,Xajaxa,2,TRU,0
2010,Santal,Xajaxa,2,APE,5
2010,Santal,Xajaxa,3,PAP,13
2010,Santal,Xajaxa,3,ALO,0
2010,Santal,Xajaxa,3,AGL,0
2010,Santal,Xajaxa,3,BOS,0
2010,Santal,Xajaxa,4,PAP,16
2010,Santal,Xajaxa,4,AGL,0
2010,Santal,Xajaxa,4,API,17
2010,Santal,Xajaxa,4,BOS,0
2010,Santal,Xajaxa,4,CAS,0
2010,Santal,Xajaxa,4,NAP,0
2010,Santal,Xajaxa,4,TRU,0
2010,Santal,Xajaxa,4,SAU,1
2010,Santal,Xajaxa,4,APE,5
2011,Santal,Xajaxa,1,CAS,0
2011,Santal,Xajaxa,1,NAP,0
2011,Santal,Xajaxa,1,DAW,0
2011,Santal,Xajaxa,1,SAU,0
2011,Santal,Xajaxa,2,BLE,0
2011,Santal,Xajaxa,3,PAP,6
2011,Santal,Xajaxa,3,API,16
2011,Santal,Xajaxa,3,BLE,0
2011,Santal,Xajaxa,4,API,20
2011,Santal,Xajaxa,4,NAP,0
2011,Santal,Xajaxa,4,APE,6
2012,Santal,Xajaxa,1,PAP,5
2012,Santal,Xajaxa,1,ALO,0
2012,Santal,Xajaxa,1,DAW,0
2012,Santal,Xajaxa,1,APE,1
2012,Santal,Xajaxa,2,PAP,2
2012,Santal,Xajaxa,2,API,33
2012,Santal,Xajaxa,2,BEB,0
2012,Santal,Xajaxa,2,CAS,0
2012,Santal,Xajaxa,2,TRU,0
2012,Santal,Xajaxa,3,BOS,0
2012,Santal,Xajaxa,3,NAP,0
2012,Santal,Xajaxa,3,TRU,0
2012,Santal,Xajaxa,4,PAP,7
2012,Santal,Xajaxa,4,ALO,0
2012,Santal,Xajaxa,4,AGL,0
2012,Santal,Xajaxa,4,BOS,0
2012,Santal,Xajaxa,4,CAS,0
2013,Santal,Xajaxa,1,AGL,0
2013,Santal,Xajaxa,1,BEB,0
2013,Santal,Xajaxa,1,DAW,0
2013,Santal,Xajaxa,2,PAP,3
2013,Santal,Xajaxa,2,AGL,0
2013,Santal,Xajaxa,2,BLE,0
2013,Santal,Xajaxa,2,TRU,0
2013,Santal,Xajaxa,2,APE,4
2013,Santal,Xajaxa,3,AGL,0
2013,Santal,Xajaxa,3,API,15
2013,Santal,Xajaxa,3,DAW,0
2013,Santal,Xajaxa,3,SAU,0
2013,Santal,Xajaxa,3,APE,12
2013,Santal,Xajaxa,4,PAP,7
2013,Santal,Xajaxa,4,ALO,0
2013,Santal,Xajaxa,4,API,16
2013,Santal,Xajaxa,4,BEB,0
2013,Santal,Xajaxa,4,BOS,0
2013,Santal,Xajaxa,4,DAW,0
2013,Santal,Xajaxa,4,TRU,0
2013,Santal,Xajaxa,4,APE,6
2014,Santal,Xajaxa,1,PAP,8
2014,Santal,Xajaxa,1,AGL,0
2014,Santal,Xajaxa,1,BEB,0
2014,Santal,Xajaxa,1,CAS,0
2014,Santal,Xajaxa,1,TRU,0
2014,Santal,Xajaxa,1,SAU,0
2014,Santal,Xajaxa,2,ALO,0
2014,Santal,Xajaxa,2,BEB,0
2014,Santal,Xajaxa,2,BOS,0
2014,Santal,Xajaxa,2,CAS,0
2014,Santal,Xajaxa,2,DAW,0
2014,Santal,Xajaxa,2,APE,1
2014,Santal,Xajaxa,3,PAP,4
2014,Santal,Xajaxa,3,ALO,0
2014,Santal,Xajaxa,3,API,7
2014,Santal,Xajaxa,3,CAS,0
2014,Santal,Xajaxa,3,BLE,0
2014,Santal,Xajaxa,3,SAU,0
2014,Santal,Xajaxa,4,PAP,6
2014,Santal,Xajaxa,4,BLE,0
2014,Santal,Xajaxa,4,TRU,0
2014,Santal,Xajaxa,4,APE,8
2015,Santal,Xajaxa,1,BOS,0
2015,Santal,Xajaxa,1,SAU,0
2015,Santal,Xajaxa,2,PAP,10
2015,Santal,Xajaxa,2,ALO,1
2015,Santal,Xajaxa,2,NAP,0
2015,Santal,Xajaxa,2,BLE,0
2015,Santal,Xajaxa,2,APE,9
2015,Santal,Xajaxa,3,PAP,3
2015,Santal,Xajaxa,3,SAU,0
2015,Santal,Xajaxa,3,APE,11
2015,Santal,Xajaxa,4,PAP,5
2015,Santal,Xajaxa,4,API,7
2015,Santal,Xajaxa,4,BOS,0
2015,Santal,Xajaxa,4,CAS,0
2015,Santal,Xajaxa,4,NAP,0
2015,Santal,Xajaxa,4,BLE,0
2015,Santal,Xajaxa,4,APE,14
2017,Santal,Xajaxa,1,PAP,8
2017,Santal,Xajaxa,1,ALO,1
2017,Santal,Xajaxa,1,BEB,0
2017,Santal,Xajaxa,1,DAW,0
2017,Santal,Xajaxa,2,PAP,8
2017,Santal,Xajaxa,2,AGL,0
2017,Santal,Xajaxa,2,BEB,0
2017,Santal,Xajaxa,2,BOS,0
2017,Santal,Xajaxa,2,CAS,0
2017,Santal,Xajaxa,2,NAP,0
2017,Santal,Xajaxa,2,BLE,0
2017,Santal,Xajaxa,3,API,17
2017,Santal,Xajaxa,3,BOS,0
2017,Santal,Xajaxa,3,NAP,0
